label,sen
1,"If the Town Board had let its chaplains know that they should speak in nonsectarian terms , common to diverse religious groups , then no one would have valid grounds for complaint ."
1,concluded that 20 percent of patients transported by helicopter would have died had they not had the service of the air ambulance .
1,People who use EpiPens wish we had more choices .
1,"`` If this chemical had not smelled like licorice would we have known it was there ? `` -by murrayewv : `` The sweet smell of licorice is lingering in the March air as once again , our chemical industry is careless with crude MCHM . ''"
1,"Ramani said if his business revenue had n't grown over the past several years , he might have shifted more of the health cost burden onto his employees ."
1,"A person that knows how fragile life is in so many ways that ca n't take for granted what I might have done if I had not faced sadness , adversity , abandonment and grief ."
1,"Importantly , the study did not have a comparison group , so we do n't know how long the men would have lived for if they had been given another treatment or no treatment at all ."
1,"`` I think we can do that faster , I think we should have done it faster , and I think we 'll be able to accelerate this next time . ''"
1,`` Tomar says these findings suggest that snuff use may be keeping smokers in the market who otherwise might have quit on the condition that they had quite snuff . ''
1,"So not that he should n't have made a decision about whether the president obstructed justice or not in a criminal sense , but that concurrent with that , he should have put out more of their evidence or analysis to fill out the public picture ."
1,"Haefner , who said she would have run for Wagner 's suburban St. Louis seat if the Wagner had jumped into the Senate race , says she 'll meet with national Republicans about a bid ."
1,"But had he talked to attorneys at Kasowitz Benson Torres , he would have compromised himself ."
1,"I feel certain to this day that had that not happened I would have continued to live a life that I felt I was , should be living ."
1,"It 's conventional wisdom to believe that the president gave away the public option for which he had campaigned , while accepting the mandate he campaigned against , and again the arguments are largely about what he might have gotten had he tried ."
1,"If the origin of money were purely private , these shocks should have had no monetary effects ."
1,"And most of them were medical problems that could have been prevented if they had gotten appropriate medical care , preventive care , when they were much younger ."
